"Key","SourceKind","CallCount","TemplateCount","ExampleUses","Status"
"HOA1","item","1","1","272324 Phasefront Ghost-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HOAS","item","1","1","272324 Phasefront Ghost-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HOCX","item","1","1","272323 Phasefront Banshee-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HOEI","item","1","1","261609 OT AF Commander Datapad (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HOEV","item","1","1","261607 Sentinel Commander Datapad (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HOJO","item","1","1","160607 Hologram Projector: Jokka Tree (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HOMT","item","1","1","160605 Hologram Projector: Metal Crate (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HORO","item","1","1","160609 Hologram Projector: Rock Block (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HOWO","item","1","1","160606 Hologram Projector: Wood Crate (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HPPD","item","1","1","289168 Sad Panda Mask (Replica) (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HPPN","item","1","1","277386 Sad Panda Mask (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HPSW","item","1","1","294035 Sad Snowman Mask (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HPYB","item","1","1","289643 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HRAH","item","1","1","272324 Phasefront Ghost-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HRAN","item","1","1","272322 Phasefront Spectre-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HRCX","item","1","1","272323 Phasefront Banshee-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HRPN","item","1","1","270373 Gift Wrapped Hero's Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HSCP","item","1","1","303441 Hiisi Initiate Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HSGA","item","1","1","302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HSPU","item","1","1","302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HSRN","item","1","1","303441 Hiisi Initiate Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HSZS","item","4","4","295830 NPE Playfield Item (OnUse, requested QL 1) | 304365 Clans (OnEnter, requested QL 1) | 304366 Neutral (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"HTAD","item","220","1","304371 ZZZ (OnUse, requested QL 148) | 304371 ZZZ (OnUse, requested QL 147) | 304371 ZZZ (OnUse, requested QL 146)","No capture and no unique client-data inference"
"HTAN","item","220","1","304372 ZZZ (OnUse, requested QL 148) | 304372 ZZZ (OnUse, requested QL 147) | 304372 ZZZ (OnUse, requested QL 146)","No capture and no unique client-data inference"
"HTAS","item","1","1","272322 Phasefront Spectre-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HTAT","item","1","1","272324 Phasefront Ghost-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HTBJ","item","1","1","270373 Gift Wrapped Hero's Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HTSU","item","1","1","302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HVCT","item","1","1","272323 Phasefront Banshee-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HVSO","item","1","1","270373 Gift Wrapped Hero's Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HVSS","item","2","1","302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1) | 302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HVWM","item","1","1","274728 Explosion of Light (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HXBM","item","1","1","272325 Phasefront Phantom-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HXBO","item","1","1","272325 Phasefront Phantom-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HXBU","item","1","1","272325 Phasefront Phantom-Series Collection (OnUse, requested QL 100)","No capture and no unique client-data inference"
"HXBW","item","1","1","272321 Phasefront Wraith-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"HXNH","item","1","1","289645 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 220)","No capture and no unique client-data inference"
"I5X1","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 100)","No capture and no unique client-data inference"
"I6N5","item","2","2","302060 Nophex 3D Printer: Love Edition (OnUse, requested QL 1) | 302061 Nophex Mass Deluxe 3D Printing (OnUse, requested QL 1)","No capture and no unique client-data inference"
"I9G1","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 100)","No capture and no unique client-data inference"
"IAAR","item","1","1","304170 Box of Guns (OnUse, requested QL 30)","No capture and no unique client-data inference"
"IATE","item","1","1","301802 Sealed Pack-a-way Christmas Tree (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ICDA","item","1","1","301803 Sealed Icicle Dagger (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ICIE","item","1","1","296578 ICC Identification Card (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"IEGR","item","1","1","303440 Garden Access Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IERC","nano-only","31","1","297342 Spirit Siphon (OnUse, requested QL 200) | 297342 Spirit Siphon (OnUse, requested QL 210) | 297342 Spirit Siphon (OnUse, requested QL 220)","No capture and no unique client-data inference"
"IESN","nano-only","1","1","206372 Inner Sanctum Entrance Portal (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"IEST","item","1","1","207107 Sealed Inner Sanctum Pass (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IESU","item","1","1","273046 TESTLIVEITEM: StarterPack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IFTL","item","1","1","286238 Equipment Pack (OnUse, requested QL 10)","No capture and no unique client-data inference"
"IH63","item","1","1","289645 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 220)","No capture and no unique client-data inference"
"IIRI","item","1","1","236152 Insipid  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IJYH","item","1","1","290395 Entrance Spawner (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"IK7M","item","10","10","303740 Sealed Implant and Spirit Package (OnUse, requested QL 1) | 303741 Sealed Implant and Spirit Package (OnUse, requested QL 200) | 303742 Sealed Symbiant and Spirit Package (OnUse, requested QL 215)","No capture and no unique client-data inference"
"IMU8","item","2","1","286561 Silver Chest of the Collector (OnUse, requested QL 300) | 286561 Silver Chest of the Collector (OnUse, requested QL 300)","No capture and no unique client-data inference"
"INCN","item","2","2","270414 Gift Wrapped Cloak Assortment #2 (OnUse, requested QL 1) | 270415 Gift Wrapped Cloak Assortment #3 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"INDI","item","25","23","156695 Personal Safe (OnUse, requested QL 80) | 156696 Personal Safe (OnUse, requested QL 30) | 163965 Lootgiver Type 4 (OnWear, requested QL 1)","No capture and no unique client-data inference"
"INRN","item","1","1","236152 Insipid  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IOX3","item","220","1","304379 ZZZ (OnUse, requested QL 148) | 304379 ZZZ (OnUse, requested QL 147) | 304379 ZZZ (OnUse, requested QL 146)","No capture and no unique client-data inference"
"IPRI","item","1","1","236152 Insipid  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IPRN","item","1","1","236152 Insipid  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IQRI","item","2","1","273045 TESTLIVEITEM: StarterPack (OnUse, requested QL 184) | 273045 TESTLIVEITEM: StarterPack (OnUse, requested QL 184)","No capture and no unique client-data inference"
"IRIG","item","2","1","286426 Box of Stuff (OnUse, requested QL 300) | 286426 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"IRSC","nano-only","1","1","303206 Inner Sanctum Gateway (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"IRSN","nano-only","1","1","206373 Inner Sanctum Gateway 1 (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"ISHM","nano-only","1","1","302709 Altar of Pain (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ISRI","item","1","1","236152 Insipid  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ISSC","nano-only","1","1","206374 Inner Sanctum Gateway 2 (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"ISTT","item","1","1","303647 Self-Deploying Tent (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ITDC","item","122","111","163963 Lootgiver Type 3 (OnWear, requested QL 400) | 163964 Lootgiver Type 3 (OnWear, requested QL 1) | 163967 Lootgiver Type 6 (OnWear, requested QL 1)","No capture and no unique client-data inference"
"IUCA","item","1","1","303444 Pack of Beacons (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IUVI","item","1","1","273046 TESTLIVEITEM: StarterPack (OnUse, requested QL 300)","No capture and no unique client-data inference"
"IWCJ","item","222","3","304168 Box of Nanocrystals (OnUse, requested QL 1) | 304169 Box of Nanocrystals (OnUse, requested QL 1) | 304400 YYY (OnUse, requested QL 148)","No capture and no unique client-data inference"
"IWIR","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"IXLF","item","1","1","288327 Placard - IDKWTF (OnUse, requested QL 1)","No capture and no unique client-data inference"
"IXYB","item","4","4","295830 NPE Playfield Item (OnUse, requested QL 1) | 304365 Clans (OnEnter, requested QL 1) | 304366 Neutral (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"IYSF","item","1","1","302982 Vacuum Packed Hiisi Pupil Armor (OnUse, requested QL 1)","No capture and no unique client-data inference"
"J9VK","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 100)","No capture and no unique client-data inference"
"JA6Z","item","1","1","289645 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 220)","No capture and no unique client-data inference"
"JAGL","item","1","1","303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JAGR","item","1","1","270406 Gift Wrapped Footwear Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JATS","nano-only","1","1","290933 A Shirt for You (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JBRP","item","2","2","302501 Gift of the Desert Rider (OnUse, requested QL 1) | 304592 Loren Warr's Equipment Cache (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JBX9","item","2","2","301824 Nophex 3D Printer: Holiday Edition (OnUse, requested QL 1) | 301825 Nophex Mass Deluxe 3D Printing (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JDWI","item","1","1","281792 Birthday Placard - No Duckie! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JH7T","item","1","1","289645 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 220)","No capture and no unique client-data inference"
"JIBK","item","1","1","262160 Vortex Spawner (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"JIIG","item","1","1","294555 TESTLIVEITEM: Deluxe Box of Nanocrystals (OnUse, requested QL 1)","No capture and no unique client-data inference"
"JIOB","item","2","2","303429 Sealed Junior Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 303430 Sealed Junior Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
"JIOF","item","2","2","303429 Sealed Junior Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 303430 Sealed Junior Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
"JIOM","item","4","2","303427 Sealed Junior Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 303427 Sealed Junior Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 303428 Sealed Junior Ofab Weapons - Close Quarters (OnUse, requested QL 220)","No capture and no unique client-data inference"
